divesite,country,region,location,X,Y
Ao Khai Koh Chan,Thailand,Gulf of Thailand,Eastern Gulf,100.9705295,12.51705406
Three Trees,Thailand,Andaman Sea,Koh Similan,97.6469,8.67483
Talang,Thailand,Andaman Sea,Koh Lipe and the Butang Islands,99.332757,6.489237126
Lighthouse Pinnacle,Thailand,Gulf of Thailand,Koh Tao,99.84523207,10.12089317
Racha Noi Bay,Thailand,Koh Phuket,Racha Islands,98.30942988,7.466028175
King Kong Rock,Thailand,Gulf of Thailand,Koh Tao,99.84782011,10.07317605
Marista Rock,Thailand,Koh Phuket,Racha Islands,98.31816667,7.50255
Hin Luk Bat ,Thailand,Gulf of Thailand,Koh Chang,102.3012543,11.96073862
Hin Kuak Ma,Thailand,Gulf of Thailand,Koh Chang,102.4111176,11.78065311
Malone Wall,Thailand,Andaman Sea,Koh Phi Phi,98.76256667,7.685416667
Racha Yai Wreck,Thailand,Koh Phuket,Racha Islands,98.37831667,7.608072222
HTMS Sattakut,Thailand,Gulf of Thailand,Koh Tao,99.81361111,10.10555556
Tuna wreck,Thailand,Andaman Sea,Koh Similan,97.64644444,8.56675
Num Chai Bay,Thailand,Andaman Sea,Koh Similan,97.64622688,8.675554458
Anemone Life,Thailand,Gulf of Thailand,Koh Chang,102.5313663,11.70661909
Koh Raet,Thailand,Gulf of Thailand,Koh Chang,102.5240922,11.68281222
Koh Maphring,Thailand,Gulf of Thailand,Koh Chang,102.3955822,11.78699676
Three fingers life,Thailand,Gulf of Thailand,Eastern Gulf,102.3967838,11.79031556
Ao Sane,Thailand,Andaman Sea,Koh Phuket,98.29709172,7.777637273
Maritus Rock,Thailand,Andaman Sea,Koh Phuket,98.29542875,7.735199617
Buddha Rock,Thailand,Gulf of Thailand,Koh Tao,99.827625,10.06018333
Hin Dot,Thailand,Andaman Sea,Koh Phi Phi,98.77859116,7.712012309
Yong Hua Wreck,Thailand,Andaman Sea,Koh Lipe and the Butang Islands,99.28336143,6.483885729
Jabang,Thailand,Andaman Sea,Koh Lipe and the Butang Islands,99.27117348,6.513520242
Adang corner,Thailand,Andaman Sea,Koh Lipe and the Butang Islands,99.27700996,6.578070509
Koh Yang,Thailand,Andaman Sea,Koh Lipe and the Butang Islands,99.26138878,6.540296399
Bird Rock,Thailand,Andaman Sea,Koh Similan,97.63678551,8.557766155
Batfish Bend,Thailand,Andaman Sea,Koh Similan,97.64983177,8.682257441
Koh Sarang,Thailand,Andaman Sea,Koh Lipe and the Butang Islands,99.17766094,6.492371185
Koh Pung,Thailand,Andaman Sea,Koh Lipe and the Butang Islands,99.16540861,6.540658805
Ko Bon North Point,Thailand,Andaman Sea,Koh Surin,97.80235291,8.827063382
Koh Tachai The Dome,Thailand,Andaman Sea,Koh Surin,97.81376839,9.060651635
Ko Haa  4,Thailand,Andaman Sea,Koh Lanta,98.89696667,7.429
Ko Haa  2,Thailand,Andaman Sea,Koh Lanta,98.89793333,7.43065
Ko Haa  3 - Lagoon,Thailand,Andaman Sea,Koh Lanta,98.89655,7.430416667
Ko Haa Nua  1 - The Chimney,Thailand,Andaman Sea,Koh Lanta,98.89855,7.4344
Mae Haad,Thailand,Gulf of Thailand,Koh Samui,99.97777462,9.793689962
Koh Tae Nai,Thailand,Gulf of Thailand,Koh Samui,99.97140169,9.707851498
Kong Yai,Thailand,Gulf of Thailand,Koh Samui,100.0158834,9.802845604
Koh Tae Nok,Thailand,Gulf of Thailand,Koh Samui,99.94674683,9.704319361
Haad Yao,Thailand,Gulf of Thailand,Koh Samui,99.96461034,9.775483651
Haad Salad,Thailand,Gulf of Thailand,Koh Samui,99.97092962,9.786733197
Home Run Reef,Thailand,Koh Phuket,Racha Islands,98.37972222,7.609722222
Stonehenge,Thailand,Andaman Sea,Koh Lipe and the Butang Islands,99.33460236,6.481455195
Koh Rang,Thailand,Gulf of Thailand,Koh Chang,102.3911111,11.80555556
Cheow Lan Lake,Thailand,,,98.71,9.011388889
Anita s reef,Thailand,Andaman Sea,Koh Similan,97.64722222,8.571666667
West of Eden,Thailand,Andaman Sea,Koh Similan,97.635,8.591111111
Waterfall wall,Thailand,Koh Phuket,Racha Islands,98.36557388,7.590282107
Honeymoon Bay,Thailand,Andaman Sea,Koh Similan,97.63978958,8.565319962
HTMS Kut,Thailand,Gulf of Thailand,Eastern Gulf,100.8016667,12.95166667
Koh Man Wichai,Thailand,Gulf of Thailand,Eastern Gulf,100.7311111,12.89222222
Banana Bay,Thailand,Koh Phuket,Racha Islands,98.32622051,7.500855198
Aow Leuk,Thailand,Gulf of Thailand,Koh Tao,99.84072447,10.07129065
Three Rocks,Thailand,Gulf of Thailand,Koh Tao,99.81679916,10.08303707
Koh Bida Nai,Thailand,Andaman Sea,Koh Phi Phi,98.76777649,7.65778669
Ashitol Bay,Thailand,Koh Phuket,Racha Islands,98.32533002,7.514683115
Crab Island,Thailand,Andaman Sea,Koh Phuket,98.28545094,7.819719877
Karon Beach,Thailand,Andaman Sea,Koh Phuket,98.29219401,7.828823576
Laem Thian,Thailand,Gulf of Thailand,Koh Tao,99.85516548,10.09140296
Tanote Bay,Thailand,Gulf of Thailand,Koh Tao,99.84855652,10.08422014
Green Rock,Thailand,Gulf of Thailand,Koh Tao,99.81190681,10.12866655
Hin pee wee,Thailand,Gulf of Thailand,Koh Tao,99.8015213,10.10957056
Palong Wall,Thailand,Andaman Sea,Koh Phi Phi,98.76408577,7.696574662
Koh Ma,Thailand,Gulf of Thailand,Koh Samui,99.97708333,9.8034
White Rock,Thailand,Gulf of Thailand,Koh Tao,99.81453333,10.10883333
Koh Mai Si Lek,Thailand,Gulf of Thailand,Koh Chang,102.5100833,11.71446667
HTMS Thonburi Wreck,Thailand,Gulf of Thailand,Koh Chang,102.4243167,11.94925
Koh Talu,Thailand,Gulf of Thailand,Chumphon,99.55385,11.07956667
Koh Ran,Thailand,Gulf of Thailand,Chumphon,99.53095,10.77935
Koh Ran Gai,Thailand,Gulf of Thailand,Chumphon,99.53968333,10.7982
Koh Lak Ngam,Thailand,Gulf of Thailand,Chumphon,99.40253333,10.46003333
Koh Ngam Noi,Thailand,Gulf of Thailand,Chumphon,99.41961667,10.487
Koh Ngam Yai,Thailand,Gulf of Thailand,Chumphon,99.4234,10.50203333
Japanese Garden,Thailand,Gulf of Thailand,Koh Tao,99.81585503,10.1191187
Twins,Thailand,Gulf of Thailand,Koh Tao,99.81173515,10.11725979
Nang Yuan Pinnacle,Thailand,Gulf of Thailand,Koh Tao,99.81482506,10.12317446
Mango Bay,Thailand,Gulf of Thailand,Koh Tao,99.83499527,10.12182254
Hin Wong Pinnacle,Thailand,Gulf of Thailand,Koh Tao,99.85344887,10.10213464
Shark Island,Thailand,Gulf of Thailand,Koh Tao,99.84529495,10.06199463
Sai Ree Beach,Thailand,Gulf of Thailand,Koh Tao,99.82349396,10.09376903
Ko Torinla West,Thailand,Andaman Sea,Koh Surin,97.86056667,9.368366667
Ko Torinla East,Thailand,Andaman Sea,Koh Surin,97.87021667,9.36675
Hin Pratumba,Thailand,Andaman Sea,Koh Surin,97.82953333,9.428016667
Hin Kop,Thailand,Andaman Sea,Koh Surin,97.87046667,9.474766667
Koh Chi,Thailand,Andaman Sea,Koh Surin,97.90595055,9.472598207
Hin Gong,Thailand,Andaman Sea,Koh Surin,97.89565086,9.396988224
Snapper Alley,Thailand,Andaman Sea,Koh Similan,97.65249252,8.674196877
Breakfast Bend,Thailand,Andaman Sea,Koh Similan,97.65275002,8.678778692
Waterfall Bay,Thailand,Andaman Sea,Koh Similan,97.63807297,8.66248754
South West Rock,Thailand,Gulf of Thailand,Koh Tao,99.77876667,9.994566667
Chumphon Pinnacle,Thailand,Gulf of Thailand,Koh Tao,99.77835,10.17148333
SS Suddhadib,Thailand,Gulf of Thailand,Eastern Gulf,100.9563035,12.53311012
ChristmasPoint,Thailand,Andaman Sea,Koh Similan,97.63721466,8.680815037
Bon Soong Wreck,Thailand,Andaman Sea,Koh Surin,98.16318512,8.773796284
Turtle Rock,Thailand,Andaman Sea,Koh Similan,97.63768333,8.663583333
Beacon Beach,Thailand,Andaman Sea,Koh Similan,97.64918333,8.64805
Beacon Point,Thailand,Andaman Sea,Koh Similan,97.6532,8.6305
Deep Six,Thailand,Andaman Sea,Koh Similan,97.63466667,8.599966667
East of Eden,Thailand,Andaman Sea,Koh Similan,97.64073372,8.588298739
Koh Ngai,Thailand,Andaman Sea,Koh Lanta,99.20001984,7.394982674
Koh Kraden Wreck,Thailand,Andaman Sea,Koh Lanta,99.25031662,7.29368213
Hin Daeng,Thailand,Andaman Sea,Koh Lanta,98.82398333,7.1461
Hin Muang,Thailand,Andaman Sea,Koh Lanta,98.83131667,7.159416667
Ko Rok Nok,Thailand,Andaman Sea,Koh Lanta,99.05395,7.2144
Ko Rok Nai,Thailand,Andaman Sea,Koh Lanta,99.06135,7.223816667
The Emarald Cave,Thailand,Andaman Sea,Koh Lanta,99.27368333,7.375316667
Ko Yung,Thailand,Andaman Sea,Koh Phi Phi,98.77211667,7.81195
Ko See,Thailand,Andaman Sea,Koh Phi Phi,98.80693333,7.9311
Ko Yawabon,Thailand,Andaman Sea,Koh Phi Phi,98.77568333,7.945133333
Coral Gardens,Thailand,Andaman Sea,Koh Similan,97.64925,8.48385
Ko Yung Pinnacle,Thailand,Andaman Sea,Koh Phi Phi,98.77445,7.821883333
Hin Phae,Thailand,Andaman Sea,Koh Phi Phi,98.78633333,7.721883333
Ko Haa Yai  5 - The Cathedral,Thailand,Andaman Sea,Koh Lanta,98.89151667,7.423566667
Boulder City,Thailand,Andaman Sea,Koh Similan,97.67031667,8.50985
Eastern Shallows,Thailand,Andaman Sea,Koh Similan,97.65193333,8.4747
Shark Point,Thailand,Andaman Sea,Koh Phi Phi,98.81443333,7.633833333
Koh Hah,Thailand,Andaman Sea,Koh Phi Phi,98.80383333,7.9236
Koh Bida Nok,Thailand,Andaman Sea,Koh Phi Phi,98.76383333,7.653383333
Lohsamah Bay,Thailand,Andaman Sea,Koh Phi Phi,98.76818333,7.6719
Maya Cave,Thailand,Andaman Sea,Koh Phi Phi,98.75941667,7.677166667
Richelieu Rock,Thailand,Andaman Sea,Koh Surin,97.98362732,9.363707817
Ko Tachai,Thailand,Andaman Sea,Koh Surin,97.81335,9.0576
Ko Bon Pinnacle,Thailand,Andaman Sea,Koh Surin,97.79746667,8.83355
Ko Bon,Thailand,Andaman Sea,Koh Surin,97.79515,8.8273
Koh Kra,Thailand,Gulf of Thailand,Koh Samui,100.7385,8.3813
Ko Wao,Thailand,Gulf of Thailand,Koh Samui,99.67175,9.7792
Hin Yippon,Thailand,Gulf of Thailand,Koh Samui,99.714,9.800783333
Ao Cheweng,Thailand,Gulf of Thailand,Koh Samui,100.0719738,9.5372726
Samran Pinnacle,Thailand,Gulf of Thailand,Koh Samui,99.92018333,9.966233333
Hin Bai,Thailand,Gulf of Thailand,Koh Samui,99.98925,9.947733333
Shark Point,Thailand,Andaman Sea,Koh Phuket,98.62693333,7.8005
Anemone reef,Thailand,Andaman Sea,Koh Phuket,98.62795,7.8077
Coral Island,Thailand,Andaman Sea,Koh Phuket,98.37481667,7.74765
Rocky Point,Thailand,Andaman Sea,Koh Similan,97.65586667,8.476966667
Donald Duck Bay,Thailand,Andaman Sea,Koh Similan,97.64216667,8.667216667
Stonehenge,Thailand,Andaman Sea,Koh Similan,97.62771667,8.578783333
Kanpela Point,Thailand,Koh Phuket,Racha Islands,98.32481667,7.49735
Siam Bay,Thailand,Koh Phuket,Racha Islands,98.37158333,7.614316667
The Rock,Thailand,Koh Phuket,Racha Islands,98.34008333,7.539366667
Bungalow Bay,Thailand,Koh Phuket,Racha Islands,98.36066667,7.6117
Staghorn reef,Thailand,Koh Phuket,Racha Islands,98.37873333,7.60315
King Cruiser Wreck,Thailand,Andaman Sea,Koh Phuket,98.64331667,7.802466667
Koh Dok Mai,Thailand,Andaman Sea,Koh Phuket,98.53083333,7.796433334
Racha Yai Bay 3,Thailand,Koh Phuket,Racha Islands,98.37436667,7.59985
Northern Tip,Thailand,Koh Phuket,Racha Islands,98.3345,7.52645
Ray Bahn,Thailand,Koh Phuket,Racha Islands,98.30436667,7.463083333
Petchbury Bremen wreck,Thailand,Gulf of Thailand,Eastern Gulf,100.7499333,12.66088333
Ko Rin,Thailand,Gulf of Thailand,Eastern Gulf,100.6988833,12.79353333
Pak-1 wreck,Thailand,Gulf of Thailand,Eastern Gulf,101.6821833,12.09173333
HTMS Khram,Thailand,Gulf of Thailand,Eastern Gulf,100.6931833,12.93258333
Elephant Head,Thailand,Andaman Sea,Koh Similan,97.64133453,8.621671712
Shark Fin Reef,Thailand,Andaman Sea,Koh Similan,97.67377853,8.509214521
Fantasea Reef,Thailand,Andaman Sea,Koh Similan,97.63652802,8.656038763
North Point,Thailand,Andaman Sea,Koh Similan,97.64468193,8.68446346
Batu Belah,Indonesia,Bali,Amed,115.6254139,-8.315230556
Anchor Wreck,Indonesia,Bali,Menjangan island,114.4983306,-8.090427778
Dream Wall,Indonesia,Bali,Menjangan island,114.5040611,-8.091380556
Tanah Ampo Jetty,Indonesia,Bali,Amuk Bay,115.5184206,-8.507404723
Angel Canyon,Indonesia,Bali,,115.3918934,-8.137066541
Pura Jepun,Indonesia,Bali,Amuk Bay,115.5562377,-8.506943817
Gondolreef,Indonesia,Bali,Pemuteran and Lovina,114.7191954,-8.14543566
Magic Forest,Indonesia,Bali,Pemuteran and Lovina,114.7417259,-8.146582683
Lenbongan bay,Indonesia,Bali,Nusa Penida,115.4383167,-8.6785
Submarine Reef,Indonesia,Bali,Bukit Peninsula,115.237115,-8.795528
Bias Tugal,Indonesia,Bali,Amuk Bay,115.5091918,-8.537424592
Japanese Wreck,Indonesia,Bali,Amed,115.7003796,-8.364212773
Padangbai Housereef,Indonesia,Bali,Amuk Bay,115.5130219,-8.533788191
Pyramids,Indonesia,Bali,Amed,115.6606936,-8.337176151
Napoleon Reef,Indonesia,Bali,Pemuteran and Lovina,114.6743333,-8.132016667
Geger Beach,Indonesia,Bali,Bukit Peninsula,115.2245021,-8.818004064
Nusa Dua Beach,Indonesia,Bali,Bukit Peninsula,115.2267981,-8.815592096
Channel Point,Indonesia,Bali,Sanur,115.266763,-8.709227251
Bunutan wall,Indonesia,Bali,Amed,115.6757355,-8.344267209
Seraya,Indonesia,Bali,Tulamben,115.6116629,-8.295200401
Peti,Indonesia,Bali,Menjangan island,114.5175898,-8.091203215
Tanjung Jipun,Indonesia,Bali,Amuk Bay,115.5127859,-8.525979113
Ghost Bay,Indonesia,Bali,Amed,115.6439784,-8.333877596
Padangbai Blue Lagoon,Indonesia,Bali,Amuk Bay,115.5140841,-8.529809401
Puri Jati,Indonesia,Bali,Seririt,114.914149,-8.183561794
Close Encounters,Indonesia,Bali,Pemuteran and Lovina,114.6671391,-8.128059983
Kubu,Indonesia,Bali,Tulamben,115.57735,-8.251058333
Alam Batu Housreef,Indonesia,Bali,Tulamben,115.5630934,-8.234097189
Canyons,Indonesia,Bali,Nusa Penida,115.47369,-8.680221104
Secret Bay,Indonesia,Bali,Gilimanuk,114.4455242,-8.167568377
Pemuteran house reef,Indonesia,Bali,Pemuteran and Lovina,114.6552944,-8.141739675
Taka Lebar,Indonesia,Bali,Pemuteran and Lovina,114.6430206,-8.120752627
Taka Menaum,Indonesia,Bali,Pemuteran and Lovina,114.6534061,-8.124151414
Taka Jaran,Indonesia,Bali,Pemuteran and Lovina,114.6582127,-8.128399857
Kisik Pegemetan,Indonesia,Bali,Pemuteran and Lovina,114.6218204,-8.119987896
Tanjung Gelap,Indonesia,Bali,Pemuteran and Lovina,114.5608807,-8.129419476
Cave Point,Indonesia,Bali,Menjangan island,114.5175362,-8.100359303
Temple Point,Indonesia,Bali,Menjangan island,114.5265055,-8.092106086
Bat Cave,Indonesia,Bali,Menjangan island,114.5282865,-8.096238027
Pos 1,Indonesia,Bali,Menjangan island,114.502902,-8.095483871
Coral Garden,Indonesia,Bali,Menjangan island,114.5224822,-8.091930823
Pos 2,Indonesia,Bali,Menjangan island,114.5254755,-8.098022502
Eel Garden,Indonesia,Bali,Menjangan island,114.4973767,-8.093476323
Kapal Budak,Indonesia,Bali,Menjangan island,114.5021081,-8.091049195
Lipah Bay,Indonesia,Bali,Amed,115.682838,-8.348805206
Jemeluk,Indonesia,Bali,Amed,115.6624961,-8.336772763
Emerald bay,Indonesia,Bali,Tulamben,115.6039596,-8.284217386
The River,Indonesia,Bali,Tulamben,115.5957681,-8.278728417
Selang south,Indonesia,Bali,Gili Selang,115.7109904,-8.401235147
Selang north,Indonesia,Bali,Gili Selang,115.712074,-8.398963807
Mimpang,Indonesia,Bali,Amuk Bay,115.5769444,-8.523559964
Gili Tepekong - Toilet Bowl,Indonesia,Bali,Amuk Bay,115.5862141,-8.531538853
Gili Tepekong - The Canyon,Indonesia,Bali,Amuk Bay,115.5844975,-8.532727184
Gili Biaha,Indonesia,Bali,Amuk Bay,115.6144524,-8.509723835
Blue Lagoon,Indonesia,Bali,Amuk Bay,115.5135917,-8.530047222
Batu Abah,Indonesia,Bali,Nusa Penida,115.6305456,-8.780709564
Batu Lumbung,Indonesia,Bali,Nusa Penida,115.5269051,-8.803632741
Batu Meling,Indonesia,Bali,Nusa Penida,115.493989,-8.773075259
Gamat,Indonesia,Bali,Nusa Penida,115.468272,-8.700626394
Crystal Bay,Indonesia,Bali,Nusa Penida,115.4556012,-8.715452409
Ceningan Channel,Indonesia,Bali,Nusa Penida,115.4667485,-8.684622547
Jangka Point,Indonesia,Bali,Nusa Penida,115.4715657,-8.664799738
Ental Point,Indonesia,Bali,Nusa Penida,115.4481125,-8.660535948
Sental,Indonesia,Bali,Nusa Penida,115.524416,-8.675809004
Buyuk,Indonesia,Bali,Nusa Penida,115.5484486,-8.673093839
Ped,Indonesia,Bali,Nusa Penida,115.5039078,-8.671667309
S D ,Indonesia,Bali,Nusa Penida,115.4981196,-8.671057453
Malibu Point,Indonesia,Bali,Nusa Penida,115.605526,-8.730023327
Manta Point,Indonesia,Bali,Nusa Penida,115.4835606,-8.763786643
Toyapakeh,Indonesia,Bali,Nusa Penida,115.4831207,-8.681652904
Batu Kelebit,Indonesia,Bali,Tulamben,115.5985951,-8.278022384
Coral Garden,Indonesia,Bali,Tulamben,115.5942178,-8.276525376
Tulamben Drop-off,Indonesia,Bali,Tulamben,115.5971253,-8.277884362
USAT Liberty Wreck,Indonesia,Bali,Tulamben,115.5931503,-8.274635529
Alor Divers Housereef,Indonesia,Alor Pantar,,124.3292391,-8.211023094
Anemone City,Indonesia,Alor Pantar,,124.3327045,-8.324628484
Regina s Reef,Indonesia,Central Java,Karimunjawa National Park,110.386681,-5.826459071
Intan Wreck,Indonesia,Central Java,,106.6833333,-4.406666667
Indonor Wreck,Indonesia,Central Java,Karimunjawa National Park,110.4625,-5.7817
Wodong Wreck,Indonesia,Flores,,122.4733543,-8.607754288
Big Fish Country,Indonesia,Kalimantan,Maratua,118.6444473,2.258993218
Light House,Indonesia,Kalimantan,Maratua,118.5697746,2.314481449
Divers Delight,Indonesia,Kalimantan,Maratua,118.5899448,2.300073583
Turtle Parade,Indonesia,Kalimantan,Maratua,118.6013603,2.291154355
Turtle Bay,Indonesia,Kalimantan,Maratua,118.6194706,2.269713677
Sea Wall Garden,Indonesia,Kalimantan,Maratua,118.6654758,2.226488305
Small Fish Country,Indonesia,Kalimantan,Maratua,118.6373234,2.25882169
Paradise House Reef,Indonesia,Kalimantan,Maratua,118.5655689,2.24269797
Turtle Traffic,Indonesia,Kalimantan,Maratua,118.5569,2.287552343
Paradise Resort Jetty,Indonesia,Kalimantan,Maratua,118.5647964,2.240896905
Samama Channel,Indonesia,Kalimantan,Samama,118.3338261,2.124337642
Samama Mangroves,Indonesia,Kalimantan,Samama,118.326273,2.140891492
Sandy Ridge,Indonesia,Kalimantan,Sangalaki,118.436875,1.888833333
Manta Run,Indonesia,Kalimantan,Sangalaki,118.4377633,1.906373333
Sherwood Forest,Indonesia,Kalimantan,Sangalaki,118.4514183,1.919791667
Manta Parade,Indonesia,Kalimantan,Sangalaki,118.4003448,2.084195968
Manta Avenue,Indonesia,Kalimantan,Sangalaki,118.4747167,1.918331667
Eel Ridge,Indonesia,Kalimantan,Sangalaki,118.48511,1.904068333
Turtle Town,Indonesia,Kalimantan,Sangalaki,118.4514933,1.876415
Channel Entrance,Indonesia,Kalimantan,Sangalaki,118.4755317,1.875153333
Coral Gardens,Indonesia,Kalimantan,Sangalaki,118.4684883,1.873725
Jellyfish Lakes,Indonesia,Kalimantan,Maratua,118.5987854,2.203845937
Maratua Channel,Indonesia,Kalimantan,Maratua,118.6435032,2.253675841
Pulau Belambangan,Indonesia,Kalimantan,,118.9809036,1.793568392
Pulau Sambit,Indonesia,Kalimantan,,119.0176392,1.748957761
Lighthouse Reef,Indonesia,Kalimantan,Sangalaki,118.5445404,1.924305492
Blue light cave,Indonesia,Kalimantan,Kakaban,118.5302925,2.137374886
Jellyfish Lake,Indonesia,Kalimantan,Kakaban,118.5194778,2.153328204
Barracuda point,Indonesia,Kalimantan,Kakaban,118.5028267,2.135659465
Cauldron,Indonesia,Komodo island,,119.5611298,-8.460380816
Tanjung Rusa,Indonesia,Komodo island,,119.2760754,-8.393922234
Sebayor Kecil,Indonesia,Komodo island,,119.6957231,-8.511039562
Lighthouse,Indonesia,Komodo island,,119.5838642,-8.442912931
